日期,时间,纬度,经度,深度,震级,位置,Year
2012-03-05,03:38:42,41.2,114.4,9,3.1,河北省张家口市张北县,2012
2012-03-02,21:40:10,39.7,74.3,10,5,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2012
2012-02-26,14:17:19,51.7,96,10,7,俄罗斯西伯利亚地区,2012
2012-02-26,10:34:59,22.8,120.8,20,6,台湾屏东县,2012
2012-02-17,23:44:25,32.4,82.8,20,5.2,西藏自治区阿里地区革吉县,2012
2012-02-16,02:34:23,24,114.5,13,4.8,广东省河源市东源县,2012
2012-02-10,02:57:02,44.9,93.1,7,5.3,新疆维吾尔自治区哈密地区巴里坤哈萨克自治县,2012
2012-02-02,21:34:39,-17.7,167.2,10,7,瓦努阿图,2012
2012-02-02,05:16:57,40.5,122.4,9,4.3,辽宁省营口市盖州市、大石桥市、市辖区交界,2012
2012-01-11,02:37:01,2.4,93.2,20,7.2,苏门答腊北部附近海域,2012
2012-01-08,14:20:08,42.1,87.5,7,5,新疆维吾尔自治区巴音郭楞蒙古自治州和硕县,2012
2012-01-01,13:27:55,31.4,138.3,360,7,日本本州东部海域,2012
2011-12-27,23:21:58,51.8,95.9,10,7,俄罗斯西伯利亚地区,2011
2011-12-14,13:04:56,-7.5,146.8,120,7.2,巴布亚新几内亚,2011
2011-12-12,09:42:34,39.6,118.2,5,3.2,河北省唐山市市辖区、丰南区交界,2011
2011-12-01,20:48:19,38.4,76.9,10,5.2,新疆维吾尔自治区喀什地区莎车县,2011
2011-11-30,08:27:09,15.5,119,20,6,菲律宾群岛附近海域,2011
2011-11-28,23:06:50,25.1,97.6,7,5.1,中缅交界,2011
2011-11-08,10:59:06,27.2,125.9,220,7,东海海域,2011
2011-11-01,08:21:28,43.6,82.4,28,6,新疆维吾尔自治区伊犁哈萨克自治州尼勒克县、巩留县交界,2011
2011-11-01,05:58:16,32.6,105.3,20,5.4,四川省广元市青川县、甘肃省陇南市文县交界,2011
2011-10-30,11:23:42,25.3,123.1,223,5.7,台湾东北部海域,2011
2011-10-29,02:54:34,-14.5,-76,30,7,秘鲁附近海域,2011
2011-10-23,18:41:24,38.8,43.5,10,7.3,土耳其,2011
2011-10-22,01:57:17,-28.9,-176.1,40,7.6,克马德克群岛地区,2011
2011-10-16,21:44:46,44.3,82.7,4,5,新疆维吾尔自治区博尔塔拉蒙古自治州精河县,2011
2011-10-14,14:10:12,54.2,123.7,10,6.6,俄罗斯,2011
2011-09-18,20:40:50,27.7,88.2,20,6.8,印度,2011
2011-09-16,03:30:59,-21.5,-179.3,590,7,斐济群岛附近海域,2011
2011-09-15,23:27:03,36.5,82.4,6,5.5,新疆维吾尔自治区和田地区于田县,2011
2011-09-10,23:20:30,29.7,115.4,17,4.6,江西省九江市瑞昌市、湖北省黄石市阳新县交界地区,2011
2011-09-04,06:55:36,-20.6,169.7,140,7.1,瓦努阿图,2011
2011-09-02,18:55:52,52.2,-171.7,20,7.2,福克斯群岛,2011
2011-09-01,16:41:41,37.7,115.3,18,3.3,河北省石家庄市辛集市、衡水市冀州市、深州市交界,2011
2011-08-21,02:19:24,-18.3,168.2,30,7.1,瓦努阿图,2011
2011-08-21,00:55:04,-18.3,168.1,40,7.2,瓦努阿图,2011
2011-08-11,18:06:29,39.9,77.2,8,5.8,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市、喀什地区伽师县交界,2011
2011-08-09,19:50:16,25,98.7,11,5.2,云南省保山市腾冲县、隆阳区交界,2011
2011-08-02,03:40:56,33.9,87.8,10,5.1,西藏自治区那曲地区尼玛县,2011
2011-07-25,03:05:26,46,90.4,10,5.2,新疆维吾尔自治区阿勒泰地区青河县,2011
2011-07-20,03:35:42,40.1,71.4,10,6.1,吉尔吉斯斯坦,2011
2011-07-10,08:57:07,38,143.4,30,7.1,日本本州东海岸附近海域,2011
2011-07-07,03:03:18,-29.2,-176.2,30,7.6,克马德克群岛地区,2011
2011-06-26,15:48:17,32.4,95.9,10,5.2,青海省玉树藏族自治州囊谦县,2011
2011-06-24,11:09:39,52,-171.8,40,7.3,福克斯群岛,2011
2011-06-23,05:50:48,39.9,142.6,20,7,日本本州东海岸附近海域,2011
2011-06-20,18:16:49,25.1,98.7,10,5.2,云南省保山市腾冲县,2011
2011-06-08,09:53:27,43,88.3,5,5.3,新疆维吾尔自治区吐鲁番地区托克逊县,2011
2011-05-22,09:34:12,24.1,121.7,10,5.2,台湾花莲县,2011
2011-05-10,23:26:04,43.3,131.2,560,6.1,中、俄交界,2011
2011-05-10,16:55:11,-20.2,168.2,30,7,洛亚蒂群岛地区,2011
2011-04-30,16:35:38,24.7,121.8,60,5,台湾宜兰县,2011
2011-04-10,17:02:41,31.3,100.9,7,5.3,四川省甘孜藏族自治州炉霍县,2011
2011-04-07,22:32:42,38.2,142,40,7.2,日本本州东海岸附近海域,2011
2011-03-24,21:55:13,20.8,99.8,20,7.2,缅甸,2011
2011-03-20,16:00:50,22.4,121.4,30,5.2,台湾台东县附近海域,2011
2011-03-11,14:25:52,38.1,144.5,30,7.3,日本本州东海岸附近海域,2011
2011-03-11,13:46:21,38.1,142.6,20,NA,日本本州东海岸附近海域,2011
2011-03-10,12:58:12,24.7,97.9,10,5.8,云南省德宏傣族景颇族自治州盈江县,2011
2011-03-09,10:45:16,38.5,142.8,10,7.3,日本本州东海岸近海,2011
2011-03-08,00:19:44,34,114.6,10,4.3,河南省周口市太康县、扶沟县、西华县交界,2011
2011-03-07,01:51:36,39,111.7,5,4.2,山西省忻州市五寨县,2011
2011-02-15,15:18:15,21.2,121.1,10,5.1,台湾南部海域,2011
2011-02-04,21:53:47,24.6,94.6,90,6.4,缅甸、印度交界地区,2011
2011-02-01,16:16:32,24.2,121.8,7,5.3,台湾花莲县附近海域,2011
2011-01-24,10:45:29,38.4,72.7,90,6,塔吉克斯坦,2011
2011-01-19,12:07:42,30.6,117.1,9,4.8,安徽省安庆市市辖区、怀宁县交界,2011
2011-01-19,04:23:19,28.8,63.9,80,7.1,巴基斯坦,2011
2011-01-15,08:43:42,48.6,126,6,4.2,黑龙江省黑河市五大连池市,2011
2011-01-14,00:16:42,-20.6,168.6,10,7.2,洛亚尔提群岛地区,2011
2011-01-12,09:19:50,33.3,123.9,10,5,南黄海,2011
2011-01-08,07:34:10,43,131.1,560,5.6,吉林省延边朝鲜族自治州珲春市,2011
2011-01-03,04:20:18,-38.2,-73.3,30,7.1,智利中部,2011
2011-01-01,17:56:57,-26.8,-63.2,560,7.1,阿根廷,2011
2011-01-01,09:56:04,39.4,75.2,10,5.1,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2011
2010-12-30,02:31:03,30.8,86.5,30,5,西藏自治区那曲地区尼玛县,2010
2010-12-28,01:02:17,39.5,119.3,10,3.2,河北省秦皇岛市昌黎县,2010
2010-12-25,21:16:38,-19.7,168,20,7.6,瓦努阿图,2010
2010-12-22,01:19:45,27,143.7,20,7.4,小笠原群岛地区,2010
2010-11-30,16:39:59,29.8,90.4,9,5.2,西藏自治区拉萨市当雄县,2010
2010-11-21,20:31:46,23.9,121.6,10,5.6,台湾花莲县,2010
2010-11-12,21:08:50,24.1,122.4,8,5,台湾花莲县附近海域,2010
2010-11-06,10:12:51,36.8,87.5,10,5,新疆维吾尔自治区巴音郭楞蒙古自治州且末县、若羌县交界,2010
2010-10-25,22:42:20,-3.5,100,10,7.3,苏门答腊西南,2010
2010-10-24,16:58:55,34,114.6,8,4.7,河南省周口市太康县、扶沟县、西华县交界,2010
2010-10-22,01:53:13,24.8,-109.2,10,7,加利福尼亚湾,2010
2010-10-04,18:45:34,25.5,105.8,10,4.2,贵州省安顺市镇宁布依族苗族自治县、黔西南布依族苗族自治州贞丰县交界,2010
2010-09-18,18:07:02,25.2,106.8,10,4.4,贵州省黔南布依族苗族自治州罗甸县、广西壮族自治区河池市天峨县交界,2010
2010-09-10,21:21:46,29.4,105.5,7,4.7,重庆市荣昌县、四川省内江市隆昌县、泸州市泸县交界,2010
2010-09-07,23:41:37,39.5,73.8,7,5.6,中、塔、吉交界,2010
2010-09-04,00:35:45,-43.2,172.4,20,7.2,新西兰,2010
2010-08-30,16:45:10,25,122.2,8,5.3,台湾宜兰县附近海域,2010
2010-08-14,05:19:33,12.5,141.6,10,7,马里亚纳群岛,2010
2010-08-12,19:54:14,-1.3,-77.4,200,7.1,厄瓜多尔,2010
2010-08-10,13:23:45,-17.5,168,40,7.4,瓦努阿图,2010
2010-07-30,22:42:43,39.4,115.4,4,3,河北省保定市易县,2010
2010-07-30,22:21:13,39.4,115.4,8,3.2,河北省保定市易县,2010
2010-07-25,11:52:10,22.9,120.6,10,5.2,台湾高雄县、屏东县交界,2010
2010-07-24,07:15:08,6.7,123.2,600,7.1,棉兰老岛附近海域,2010
2010-07-24,06:51:11,6.5,123.6,590,7.2,棉兰老岛附近海域,2010
2010-07-18,21:35:01,-6,150.5,40,7,新不列颠地区,2010
2010-07-18,21:04:11,-6.1,150.6,50,7.2,新不列颠地区,2010
2010-07-09,03:43:36,24.3,122.1,12,5,台湾宜兰海域,2010
2010-06-26,13:30:20,-10.6,161.4,40,7,所罗门群岛,2010
2010-06-22,16:46:01,38.3,106.2,6,4.5,宁夏回族自治区银川市永宁县,2010
2010-06-16,11:16:29,-2.1,136.5,30,7,印度尼西亚,2010
2010-06-15,08:31:18,24.1,121.7,8,5.5,台湾花莲海域,2010
2010-06-13,03:26:49,7.7,91.9,30,7.6,尼科巴群岛,2010
2010-06-10,14:38:03,39.9,74.7,8,5.1,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2010
2010-06-05,20:58:13,38.2,112.7,5,4.6,山西省太原市阳曲县,2010
2010-06-03,13:35:44,33.3,96.3,7,5.3,青海省玉树藏族自治州玉树县,2010
2010-05-29,10:29:53,33.3,96.3,10,5.7,青海省玉树藏族自治州玉树县,2010
2010-05-28,01:14:48,-13.7,166.5,40,7,瓦努阿图,2010
2010-05-25,14:11:52,31.1,103.7,10,5,四川省成都市都江堰市、彭州市交界,2010
2010-05-09,13:59:42,3.7,95.9,50,7.4,苏门答腊北部,2010
2010-04-30,02:36:29,37.5,115.1,5,3.3,河北省邢台市宁晋县、新河县交界,2010
2010-04-17,08:58:56,32.5,92.8,10,5.2,西藏自治区那曲地区聂荣县,2010
2010-04-14,09:25:17,33.2,96.6,19,6.3,青海省玉树藏族自治州玉树县,2010
2010-04-14,07:49:37,33.2,96.6,14,7.1,青海省玉树藏族自治州玉树县,2010
2010-04-14,04:49:05,23.1,121.4,9,5,台湾台东海域,2010
2010-04-11,17:40:29,-10.9,161.3,50,7,所罗门群岛,2010
2010-04-09,18:51:58,39.5,118.2,13,4.1,河北省唐山市丰南区,2010
2010-04-07,06:15:01,2.4,97.1,33,7.8,苏门答腊北部,2010
2010-04-05,06:40:45,32.3,-115.1,33,7.1,墨西哥,2010
2010-04-04,21:46:43,40,113.9,8,4.5,山西省大同市阳高县、大同县交界,2010
2010-03-24,10:44:50,32.5,92.8,7,5.5,西藏自治区那曲地区聂荣县,2010
2010-03-24,10:06:11,32.4,93,8,5.7,西藏自治区那曲地区聂荣县,2010
2010-03-11,22:55:29,-34.2,-71.8,33,7.1,智利,2010
2010-03-11,22:39:45,-34.2,-72,33,7.2,智利,2010
2010-03-10,18:54:53,46.7,131.7,7,4.2,黑龙江省双鸭山市友谊县,2010
2010-03-06,11:00:45,39.7,118.5,15,4.2,河北省唐山市滦县、唐山市市辖区交界,2010
2010-03-06,10:49:44,39.7,118.5,10,3.1,河北省唐山市滦县、唐山市市辖区交界,2010
2010-03-06,00:06:57,-4,100.8,20,7.1,苏门答腊西南以远地区,2010
2010-03-04,16:16:13,22.9,120.7,7,5.2,台湾高雄县、屏东县交界,2010
2010-03-04,08:18:50,22.9,120.6,6,6.7,台湾高雄县、屏东县交界,2010
2010-02-27,14:34:16,-35.8,-72.7,33,8.8,智利,2010
2010-02-27,04:31:02,25.9,128.6,33,7.2,琉球群岛,2010
2010-02-26,12:42:32,28.4,86.8,33,5,西藏自治区日喀则地区定日县,2010
2010-02-26,09:07:56,23.8,122.8,8,5.1,台湾花莲海域,2010
2010-02-25,12:56:51,25.4,101.9,16,5.1,云南省楚雄彝族自治州禄丰县、元谋县交界,2010
2010-02-22,21:32:19,29.4,105.5,10,4.2,重庆市荣昌县、四川省内江市隆昌县交界,2010
2010-02-22,13:21:04,24.1,122.9,33,5.1,台湾花莲海域,2010
2010-02-18,09:13:16,42.6,130.8,540,6.5,中、俄交界,2010
2010-01-31,05:36:56,30.3,105.7,10,5,四川省遂宁市市辖区、重庆市潼南县交界,2010
2010-01-24,10:36:14,35.5,110.7,12,4.8,山西省运城市河津市、万荣县交界,2010
2010-01-13,05:53:08,18.5,-72.5,10,7.3,海地地区,2010
2010-01-04,06:36:33,-8.9,157.3,33,7.2,所罗门群岛,2010
2010-01-01,10:22:29,30.9,84,10,5,西藏自治区日喀则地区仲巴县,2010
2009-12-30,14:22:20,39.2,123.4,10,4,黄海,2009
2009-12-21,13:15:10,37.5,96.7,10,5,青海省海西蒙古族藏族自治州德令哈市,2009
2009-12-21,05:31:12,44.5,123,8,4.7,吉林省白城市通榆县、松原市长岭县、内蒙古自治区通辽市科尔沁左翼中旗交界,2009
2009-12-19,21:26:06,45.2,131.3,10,4.1,黑龙江省鸡西市鸡东县,2009
2009-12-19,21:02:13,23.8,121.7,30,6.7,台湾花莲海域,2009
2009-12-14,00:03:58,41.9,94.5,4,5.1,新疆维吾尔自治区哈密地区哈密市,2009
2009-11-28,00:04:02,31.3,103.9,21,5,四川省德阳市什邡市、成都市彭州市交界,2009
2009-11-22,17:09:56,39.5,117.8,15,3.1,天津市宁河县、河北省唐山市丰南区交界,2009
2009-11-21,15:51:01,38.2,106.6,9,4.3,宁夏回族自治区银川市灵武市、内蒙古自治区鄂尔多斯市鄂托克前旗交界,2009
2009-11-09,18:44:55,-17.1,178.5,540,7,斐济群岛地区,2009
2009-11-08,04:08:49,29.4,86.1,33,5.6,西藏自治区日喀则地区昂仁县、萨嘎县交界,2009
2009-11-05,19:34:17,23.9,120.7,6,5.4,台湾南投县,2009
2009-11-05,17:32:54,23.9,120.7,7,5.9,台湾南投县,2009
2009-11-05,07:31:30,34.5,109.2,6,4.4,陕西省西安市市辖区、高陵县交界,2009
2009-11-05,05:56:09,37.6,95.8,6,5.1,青海省海西蒙古族藏族自治州,2009
2009-11-02,05:07:16,26,100.7,10,5,云南省大理白族自治州宾川县,2009
2009-10-30,01:44:33,36.6,70.9,223,6.1,阿富汗,2009
2009-10-24,22:40:45,-6.1,130.4,140,7.1,班达海,2009
2009-10-23,03:51:29,36.5,71,200,6.2,阿富汗,2009
2009-10-08,16:28:45,-13.2,166.1,33,7,瓦努阿图,2009
2009-10-08,06:18:42,-13.6,164.5,33,7.2,瓦努阿图,2009
2009-10-08,06:03:13,-13,166.3,33,7.7,瓦努阿图,2009
2009-10-04,01:36:03,23.7,121.6,10,6.2,台湾花莲海域,2009
2009-09-30,18:16:07,-0.8,99.8,60,7.7,印尼苏门答腊南部,2009
2009-09-30,01:48:15,-15.5,-172.2,33,8,萨摩亚群岛地区,2009
2009-09-21,16:53:07,27.3,91.5,10,6.3,不丹,2009
2009-09-19,16:54:14,32.8,105.6,7,5.1,陕西省汉中市宁强县、甘肃省陇南市武都区、四川省广元市青川县交界,2009
2009-09-02,15:55:02,-7.8,107.3,60,7.3,印度尼西亚爪哇岛,2009
2009-08-31,18:15:27,37.7,95.9,10,5.9,青海省海西蒙古族藏族自治州,2009
2009-08-31,01:15:51,37.7,95.7,7,5,青海省海西蒙古族藏族自治州,2009
2009-08-29,00:28:40,37.7,95.8,7,5,青海省海西蒙古族藏族自治州,2009
2009-08-28,10:14:56,37.6,95.8,7,5.3,青海省海西蒙古族藏族自治州,2009
2009-08-28,09:52:06,37.6,95.8,7,6.4,青海省海西蒙古族藏族自治州,2009
2009-08-16,15:38:25,-1.5,99.5,50,7,印尼苏门答腊南部,2009
2009-08-11,03:55:41,14.1,92.9,33,7.5,安达曼群岛,2009
2009-08-10,20:42:53,43.5,130.6,570,4.8,吉林省延边朝鲜自治州汪清县、黑龙江省牡丹江市东宁县交界,2009
2009-08-09,18:56:00,33.1,138.2,320,7.2,日本本州以南地区,2009
2009-08-08,21:26:18,29.5,105.6,11,4,重庆市荣昌县,2009
2009-08-05,20:08:10,42.3,127.2,9,4.6,吉林省白山市靖宇县、抚松县交界,2009
2009-08-04,01:59:59,29.3,-112.9,10,7.1,加利福尼亚湾,2009
2009-07-30,00:53:02,22.1,120.3,10,5.3,台湾屏东海域,2009
2009-07-26,14:10:57,23.4,121.4,9,5.3,台湾花莲县、台东县交界,2009
2009-07-26,09:00:10,23.7,121,6,5.3,台湾南投县,2009
2009-07-24,11:11:58,31.3,86.1,33,5.6,西藏自治区那曲地区尼玛县,2009
2009-07-16,18:48:10,24.1,122.3,10,5.2,台湾花莲海域,2009
2009-07-15,17:22:32,-45.7,166.4,33,7.8,新西兰南岛西海岸远海,2009
2009-07-14,04:28:52,24.1,122.2,6,5,台湾花莲海域,2009
2009-07-14,02:05:01,24.1,122.2,6,6.7,台湾花莲海域,2009
2009-07-10,17:02:00,25.6,101,14,5.2,云南省楚雄彝族自治州姚安县、大理白族自治州祥云县交界,2009
2009-07-09,19:19:13,25.6,101.1,10,6,云南省楚雄彝族自治州姚安县,2009
2009-06-30,15:22:19,31.5,104,20,5,四川省德阳市什邡市、绵竹市交界,2009
2009-06-30,02:03:50,31.4,104.1,20,5.6,四川省德阳市绵竹市,2009
2009-06-28,17:34:54,24.2,121.8,7,5.1,台湾以东海中,2009
2009-06-08,23:19:56,39.2,123.3,6,4.1,黄海海域,2009
2009-05-28,16:24:41,16.8,-86.2,15,7,加勒比海,2009
2009-05-21,20:33:54,36.4,77.6,96,5.2,新疆维吾尔自治区喀什地区叶城县、和田地区皮山县交界,2009
2009-05-10,22:47:41,46.8,125.3,7,4.5,黑龙江省绥化市安达市,2009
2009-04-22,17:26:07,40.1,77.4,7,5,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2009
2009-04-19,12:08:18,41.3,78.3,7,5.5,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县,2009
2009-04-18,11:56:32,42.7,130.7,540,5.3,中国吉林省珲春市与俄罗斯交界,2009
2009-03-28,19:11:18,38.9,112.9,5,4.2,山西省忻州市原平市,2009
2009-03-22,20:48:51,26.8,104.2,10,4.7,贵州省毕节地区威宁彝族回族苗族自治县,2009
2009-03-20,14:48:52,43.4,124.9,19,4.3,吉林省四平市伊通满族自治县、公主岭市交界,2009
2009-03-20,02:17:37,-23,-174.7,10,7.9,汤加地区,2009
2009-02-20,18:02:29,40.7,78.7,6,5.2,新疆维吾尔自治区阿克苏地区柯坪县,2009
2009-02-19,05:53:46,-27.3,-176.3,33,7.3,克马德克群岛地区,2009
2009-02-12,01:34:48,3.9,126.6,30,7.2,塔劳群岛,2009
2009-01-25,09:47:44,43.3,80.9,10,5,新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县,2009
2009-01-17,20:41:49,26.9,104.2,16,4,贵州省毕节地区威宁彝族回族苗族自治县,2009
2009-01-16,01:49:35,46.8,155.3,30,7.3,千岛群岛地区,2009
2009-01-15,02:23:36,31.3,103.3,21,5.1,四川省阿坝藏族羌族自治州汶川县,2009
2009-01-04,06:33:39,-0.7,133.5,33,7.5,印度尼西亚巴布亚群岛北部,2009
2009-01-04,06:04:30,24.2,121.8,10,5,台湾花莲以东海域,2009
2009-01-04,04:23:25,36.6,71,223,6.2,阿富汗兴都库什地区,2009
2009-01-04,03:43:53,-0.7,132.8,33,7.7,印度尼西亚巴布亚群岛北部,2009
2008-12-26,20:05:44,25.5,106.8,9,4,贵州省黔南布依族苗族自治州罗甸县,2008
2008-12-23,08:04:40,23,120.6,10,5.2,台湾省高雄县,2008
2008-12-10,02:53:11,32.6,105.4,15,5,四川省广元市青川县,2008
2008-12-09,14:24:00,-31,-176.9,30,7,克马德克群岛地区,2008
2008-12-08,05:18:36,23.9,122.1,20,5.2,台湾花莲以东海中,2008
2008-12-02,11:16:56,23.4,121.6,30,5.1,台湾以东海域,2008
2008-11-24,17:02:57,54.2,154.3,520,7.2,鄂霍次克海,2008
2008-11-24,15:23:42,36.3,106.2,25,4,宁夏回族自治区固原市市辖区,2008
2008-11-22,16:01:15,31,110.8,8,4.1,湖北省宜昌市秭归县,2008
2008-11-17,01:02:32,1.3,122.1,33,7.1,印度尼西亚米纳哈萨半岛,2008
2008-11-16,06:59:49,32.2,104.7,22,5.1,四川省绵阳市平武县,2008
2008-11-14,06:53:25,40.6,122.9,10,4.3,辽宁省鞍山市海城市,2008
2008-11-12,05:56:04,37.6,95.9,10,5.1,青海省海西蒙古族藏族自治州,2008
2008-11-10,09:22:05,37.6,95.9,10,6.3,青海省海西蒙古族藏族自治州,2008
2008-10-19,13:10:32,-21.7,-173.8,33,7.1,汤加地区,2008
2008-10-14,00:05:19,39.5,73.7,8,5.3,中、塔、吉交界,2008
2008-10-13,17:23:29,39.5,73.9,8,5.3,中、塔、吉交界地区,2008
2008-10-08,22:07:18,29.8,90.4,9,5.4,西藏自治区拉萨市当雄县,2008
2008-10-06,20:10:32,29.6,90.4,10,5.2,西藏自治区拉萨市当雄县,2008
2008-10-06,16:30:46,29.8,90.3,8,6.6,西藏自治区拉萨市当雄县,2008
2008-10-06,00:11:11,39.5,73.9,33,5.7,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2008
2008-10-05,23:52:49,39.5,73.9,33,6.8,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2008
2008-09-29,23:19:35,-29.7,-177.8,33,7.2,克马德克群岛,2008
2008-09-25,09:47:14,30.8,83.6,20,6,西藏自治区日喀则地区仲巴县,2008
2008-09-12,01:38:58,32.9,105.6,6,5.5,四川广元市青川县、甘肃省陇南市武都区、陕西省汉中市宁强县交界,2008
2008-09-11,10:53:45,32.4,105.2,15,4.4,四川省广元市青川县,2008
2008-09-11,08:20:51,41.8,144,30,7.1,日本北海道地区,2008
2008-09-10,09:28:12,31,83.6,33,5.2,西藏自治区日喀则地区仲巴县,2008
2008-09-10,09:14:36,31,83.6,33,5.1,西藏自治区日喀则地区仲巴县,2008
2008-09-09,15:43:13,24.6,122.6,96,5.2,台湾宜兰以东海中,2008
2008-08-31,16:31:11,26.2,101.9,10,5.6,四川省凉山彝族自治州会理县、攀枝花市仁和区交界,2008
2008-08-30,20:46:46,42.7,83.9,10,5.3,新疆维吾尔自治区巴音郭楞蒙古自治州和静县,2008
2008-08-30,16:30:50,26.2,101.9,10,6.1,四川省攀枝花市仁和区、四川省凉山彝族自治州会理县交界,2008
2008-08-26,03:13:56,30.7,83.4,33,5,西藏自治区日喀则地区仲巴县,2008
2008-08-25,21:39:01,31,83.6,10,5.2,西藏自治区日喀则地区仲巴县,2008
2008-08-25,21:22:00,31,83.6,10,6.8,西藏自治区日喀则地区仲巴县,2008
2008-08-21,20:24:32,24.9,97.8,10,5.9,云南省德宏傣族景颇族自治州盈江县,2008
2008-08-20,05:35:09,25.1,97.9,10,5,云南省德宏傣族景颇族自治州盈江县,2008
2008-08-13,16:45:42,32.5,105.4,10,4,四川省广元市青川县,2008
2008-08-10,12:38:09,32.4,105.1,10,4,四川省广元市青川县,2008
2008-08-10,00:31:36,32.5,105.2,10,4.2,四川省广元市青川县,2008
2008-08-10,00:12:35,32.4,105.1,10,4,四川省广元市青川县,2008
2008-08-09,20:10:19,32.7,105.4,10,4.3,四川省广元市青川县、甘肃省陇南市文县交界,2008
2008-08-07,16:15:33,32.1,104.7,10,5,四川省绵阳市平武县、北川羌族自治县交界,2008
2008-08-06,12:47:05,32.8,105.5,10,4.3,四川省广元市青川县、陕西省汉中市宁强县交界,2008
2008-08-06,11:42:26,32.7,105.4,10,4.4,四川省广元市青川县,2008
2008-08-06,07:55:06,32.8,105.5,15,4.5,四川省广元市青川县,2008
2008-08-05,17:49:18,32.8,105.5,10,6.1,四川省广元市青川县,2008
2008-08-02,21:35:59,32.6,105.4,10,4.1,四川省广元市青川县,2008
2008-08-02,21:25:45,32.7,105.6,10,4.2,陕西省汉中市宁强县、四川省广元市青川县交界,2008
2008-08-02,02:12:17,32.5,105.2,10,4.9,四川省广元市青川县,2008
2008-08-01,16:32:44,32.1,104.7,20,6.1,四川省绵阳市平武县、北川羌族自治县交界,2008
2008-07-25,21:39:51,32.8,105.5,10,4.2,四川省广元市青川县、陕西省汉中市宁强县交界,2008
2008-07-24,15:09:28,32.8,105.5,10,6,四川省广元市青川县、陕西省汉中市宁强县交界,2008
2008-07-24,13:30:08,32.8,105.5,10,4.9,四川省广元市青川县、陕西省汉中市宁强县交界,2008
2008-07-24,03:54:46,32.8,105.6,10,5.6,陕西省汉中市宁强县、四川省广元市青川县交界,2008
2008-07-19,10:39:27,37.5,142.3,33,7.3,日本本州东海岸近海,2008
2008-07-18,09:26:02,32.4,105.2,10,4.1,四川青川县,2008
2008-07-17,06:58:22,33.2,92.1,33,5.3,青海唐古拉地区,2008
2008-07-15,17:26:21,31.6,104,15,5,四川绵竹,2008
2008-07-13,22:58:29,21.1,120.8,10,6,台湾恒春海域,2008
2008-07-12,05:35:08,21.1,120.9,33,5.2,台湾恒春海域,2008
2008-07-07,14:32:52,47.1,123,10,4.6,黑龙江龙江县,2008
2008-07-05,10:12:05,53.9,153.1,610,7.6,鄂霍次克海,2008
2008-07-05,09:36:23,24.5,117.9,10,4.4,福建厦门市、龙海县交界地区,2008
2008-07-03,04:23:00,35.8,88.3,33,5.1,西藏班戈县,2008
2008-06-29,20:47:27,35.7,88.3,33,5.5,西藏班戈县,2008
2008-06-23,05:38:32,32.4,105.1,10,4.1,四川青川县,2008
2008-06-19,18:25:58,32.8,105.5,33,4.4,四川青川与陕西宁强交界,2008
2008-06-18,16:12:14,33.3,92.1,33,5,青海唐古拉地区,2008
2008-06-18,13:23:33,35.3,91.2,33,5.4,青海治多县,2008
2008-06-17,13:51:44,32.8,105.6,33,4.5,陕西宁强县,2008
2008-06-14,07:43:42,39.1,140.8,10,7,日本本州东部,2008
2008-06-11,06:23:20,30.9,103.4,33,5,四川汶川县,2008
2008-06-11,00:27:28,32.8,105.8,33,4.3,陕西宁强县,2008
2008-06-10,22:15:39,33.2,92,33,5.4,青海海西唐古拉山地区,2008
2008-06-10,19:04:18,33.3,91.9,33,5.1,青海海西唐古拉山地区,2008
2008-06-10,18:04:58,33.2,91.9,33,5.5,青海海西唐古拉山地区,2008
2008-06-10,14:05:02,49,122.5,33,5.2,内蒙古鄂伦春自治旗与阿荣旗交界地区,2008
2008-06-09,15:28:36,31.4,103.8,33,5,四川彭县,2008
2008-06-09,01:56:23,33.2,92.2,33,5,青海海西自治州,2008
2008-06-08,20:25:25,38,21.4,10,6.1,希腊,2008
2008-06-08,06:14:29,32.5,105.1,33,4.7,四川青川县,2008
2008-06-07,18:42:04,32.4,105.6,33,4.6,四川广元市,2008
2008-06-07,15:32:47,32.5,105.2,33,4,四川青川县,2008
2008-06-07,14:28:34,32.5,105.4,33,4.3,四川青川县,2008
2008-06-05,14:02:32,32.7,105.5,33,4.3,四川青川县,2008
2008-06-05,12:41:08,32.3,105,33,5,四川青川县,2008
2008-06-05,01:26:41,32.3,105.1,33,4,四川青川县,2008
2008-06-02,00:59:21,25,121.7,96,5,台湾台北,2008
2008-06-01,09:57:17,20.1,121.3,33,6.3,巴士海峡,2008
2008-05-31,15:34:21,32.6,105.4,33,4,四川青川县,2008
2008-05-31,14:22:42,32.4,105,33,4,四川青川县,2008
2008-05-29,23:46:01,64,-21,33,6.5,冰岛,2008
