日期,时间,纬度,经度,深度,震级,位置,Year
2015-09-16,03:37:34,24.3,121.9,7,5.7,台湾宜兰县附近海域,2015
2015-09-14,18:23:41,39.7,118.8,13,3.3,河北省秦皇岛市昌黎县,2015
2015-09-14,18:10:10,39.7,118.8,14,4.2,河北省秦皇岛市昌黎县,2015
2015-09-13,16:14:12,25.1,-109.4,10,6.6,加利福尼亚湾,2015
2015-09-13,15:51:10,45.1,91.5,7.9,4.8,蒙古,2015
2015-09-02,01:34:08,24.2,122.3,8,4.5,台湾花莲县附近海域,2015
2015-09-01,21:24:45,24,121.5,6,5,台湾花莲县,2015
2015-09-01,00:13:42,38.3,73.8,120,4.5,塔吉克斯坦,2015
2015-08-15,15:47:05,-10.9,163.9,20,6.5,所罗门群岛,2015
2015-08-13,22:08:00,24.1,122.4,7,5.2,台湾花莲县附近海域,2015
2015-08-13,02:49:24,-9.3,157.9,15,6.5,所罗门群岛,2015
2015-08-10,18:05:26,36.5,71.2,230,5.9,阿富汗,2015
2015-08-10,15:35:24,41.7,87.8,9.6,4.6,新疆维吾尔自治区巴音郭楞蒙古自治州和硕县,2015
2015-08-10,12:12:13,-9.4,158,10,6.7,所罗门群岛,2015
2015-07-29,10:35:58,59.9,-153.3,110,6.4,美国阿拉斯加半岛,2015
2015-07-28,14:59:11,24.5,121.4,8,4.5,台湾宜兰县,2015
2015-07-28,05:41:25,-2.7,138.6,30,7.1,印度尼西亚,2015
2015-07-27,12:49:44,52.4,-169.6,10,7,阿留申群岛,2015
2015-07-24,21:23:46,37.5,78,10,4.6,新疆维吾尔自治区和田地区皮山县,2015
2015-07-18,23:46:41,18.8,121,20,4.9,菲律宾群岛地区,2015
2015-07-18,10:27:32,-10.4,165.2,20,7.2,圣克鲁斯群岛,2015
2015-07-18,02:49:52,-18,-178.2,530,6,斐济群岛地区,2015
2015-07-16,23:16:32,13.8,-58.6,10,6.3,向风群岛附近海域,2015
2015-07-14,02:25:05,39.1,72.8,9,4.8,吉尔吉斯斯坦,2015
2015-07-10,12:12:41,-9.3,158.4,10,6.7,所罗门群岛,2015
2015-07-07,13:10:22,44,148.1,20,6.3,千岛群岛,2015
2015-07-05,06:06:20,40.3,115.4,15,3.2,河北省张家口市涿鹿县,2015
2015-07-03,11:11:13,37.5,78.1,7.2,4.6,新疆维吾尔自治区和田地区皮山县,2015
2015-07-03,09:44:45,37.4,78.2,10,4.5,新疆维吾尔自治区和田地区皮山县,2015
2015-07-03,09:13:17,37.6,77.9,7.5,4.6,新疆维吾尔自治区和田地区皮山县,2015
2015-07-03,09:07:46,37.6,78.2,10,6.5,新疆维吾尔自治区和田地区皮山县,2015
2015-07-02,03:35:19,-11,162.5,10,6,所罗门群岛,2015
2015-06-28,09:05:29,26.7,90.5,6.3,5.6,印度,2015
2015-06-25,03:12:51,41.7,88.4,9,5.4,新疆维吾尔自治区吐鲁番地区托克逊县,2015
2015-06-25,01:09:58,38.4,73.4,162.9,4.8,塔吉克斯坦,2015
2015-06-23,20:18:30,27.7,139.7,460,6,日本小笠原群岛地区,2015
2015-06-22,05:28:16,-20.4,-178.4,560,6,斐济群岛地区,2015
2015-06-20,10:10:06,-36.3,-73.7,10,6.5,中智利海岸近海,2015
2015-06-17,20:51:31,-35.3,-17.6,20,6.5,中大西洋海岭,2015
2015-06-02,07:30:27,37.9,72.9,163.8,5,塔吉克斯坦,2015
2015-05-31,04:36:14,38.2,72.8,156.7,5.5,塔吉克斯坦,2015
2015-05-31,02:49:07,30.8,143,20,6.2,日本本州东南部海域,2015
2015-05-30,19:23:02,27.9,140.5,690,8,日本小笠原群岛地区,2015
2015-05-29,15:00:08,56.8,-156.7,60,6.7,美国阿拉斯加半岛,2015
2015-05-24,14:27:42,21.1,99.3,58,4.8,缅甸,2015
2015-05-24,12:53:23,-16.8,-14.2,10,6.4,中大西洋海岭南部,2015
2015-05-23,07:59:32,-11.1,163.2,10,6.9,所罗门群岛,2015
2015-05-23,05:45:17,-11.1,163.7,10,6.9,所罗门群岛,2015
2015-05-22,00:05:24,36.9,121.9,10,4.6,山东省威海市文登市,2015
2015-05-21,06:48:53,-10.9,164.1,20,6.9,圣克鲁斯群岛地区,2015
2015-05-20,08:30:50,-19.2,-175.4,180,6.1,汤加,2015
2015-05-16,19:34:10,27.6,86.2,10,5.7,尼泊尔,2015
2015-05-13,05:12:57,38.9,142,40,6.6,日本本州东海岸附近海域,2015
2015-05-12,16:21:13,27.5,86,5.9,4.5,尼泊尔,2015
2015-05-12,16:13:55,27.4,85.8,5.6,4.7,尼泊尔,2015
2015-05-12,15:36:53,27.5,86.1,10,6.2,尼泊尔,2015
2015-05-12,15:05:18,27.8,86.1,10,7.5,尼泊尔,2015
2015-05-12,02:25:50,39.5,89.5,7.7,4.5,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县,2015
2015-05-11,16:38:20,24.5,120.6,10,5,台湾苗栗县附近海域,2015
2015-05-07,15:10:22,-7.3,154.5,20,7.1,巴布亚新几内亚,2015
2015-05-05,09:44:04,-5.5,151.9,30,7.2,新不列颠地区,2015
2015-05-01,16:06:05,-5.2,151.8,50,6.8,新不列颠地区,2015
2015-04-30,18:45:06,-5.4,151.8,60,6.7,新不列颠地区,2015
2015-04-29,00:39:38,-20.9,-178.6,580,6.2,斐济群岛地区,2015
2015-04-27,20:35:54,27,88.3,7.9,4.9,印度,2015
2015-04-27,00:26:05,27.8,85.8,7.8,5.2,尼泊尔,2015
2015-04-26,15:09:08,27.8,85.9,10,7.1,尼泊尔,2015
2015-04-26,07:16:14,27.8,85,10,5,尼泊尔,2015
2015-04-26,04:01:35,24,122.5,8,5.3,台湾花莲县附近海域,2015
2015-04-26,01:42:53,28.2,85.9,10,5.3,西藏自治区日喀则地区聂拉木县,2015
2015-04-25,17:17:05,28.4,87.3,20,5.9,西藏自治区日喀则地区定日县,2015
2015-04-25,14:45:23,28.3,84.8,30,7,尼泊尔,2015
2015-04-25,14:11:26,28.2,84.7,20,8.1,尼泊尔,2015
2015-04-24,21:56:17,51.7,-130.8,10,6.2,夏洛特皇后群岛地区,2015
2015-04-23,06:57:18,-12.1,166.4,70,6,圣克鲁斯群岛,2015
2015-04-20,20:00:01,24.1,122.5,20,6,台湾花莲县附近海域,2015
2015-04-20,19:45:12,24.1,122.5,20,5.9,台湾花莲县附近海域,2015
2015-04-20,19:20:45,23.7,121.6,30,4.9,台湾花莲县附近海域,2015
2015-04-20,09:42:55,24,122.5,7,6.4,台湾花莲县附近海域,2015
2015-04-19,18:21:47,38.9,116.3,25,3,河北省廊坊市文安县,2015
2015-04-17,23:52:55,-16,-178.5,20,6.5,斐济群岛地区,2015
2015-04-17,02:07:44,35.1,26.8,20,6.1,希腊克里特岛,2015
2015-04-15,15:39:28,39.8,106.3,10,5.8,内蒙古自治区阿拉善盟阿拉善左旗,2015
2015-04-15,15:08:36,35.4,104,8.6,4.5,甘肃省定西市临洮县,2015
2015-04-07,12:41:54,33.1,83.3,10,4.9,西藏自治区阿里地区改则县,2015
2015-04-07,08:46:18,-15.3,-173.3,10,6.1,汤加,2015
2015-04-02,12:10:09,-17.8,-178.5,530,6,斐济群岛地区,2015
2015-03-30,16:48:25,-15.5,-172.9,10,6.6,汤加,2015
2015-03-30,16:18:01,-15.4,-172.9,10,6.5,汤加,2015
2015-03-30,09:47:34,26.6,108.8,7,5.5,贵州省黔东南苗族侗族自治州剑河县,2015
2015-03-30,07:48:30,-4.7,152.6,30,7.4,新不列颠地区,2015
2015-03-23,18:13:51,23.8,121.7,20,5.7,台湾花莲县附近海域,2015
2015-03-23,12:51:36,-18.3,-69.2,100,6.1,智利北部地区,2015
2015-03-19,02:27:30,-36.1,-73.3,10,6,智利中部沿岸近海,2015
2015-03-18,06:12:30,1.7,126.5,50,6,马鲁古海北部,2015
2015-03-09,17:59:42,25.3,103.1,12,4.5,云南省昆明市嵩明县,2015
2015-03-03,18:37:32,-0.7,98.7,40,6.3,苏门答腊南部,2015
2015-03-03,17:23:53,23.5,98.9,10,4.5,云南省临沧市耿马傣族佤族自治县,2015
2015-03-01,18:24:40,23.5,98.9,11,5.5,云南省临沧市沧源佤族自治县,2015
2015-02-27,21:45:05,-7.3,122.5,530,6.9,弗洛勒斯海,2015
2015-02-22,22:23:15,18.7,-106.8,10,6.1,墨西哥附近海域,2015
2015-02-22,14:42:56,44.1,85.7,3.5,5,新疆维吾尔自治区塔城地区沙湾县,2015
2015-02-21,18:13:53,39.9,143.5,10,6,日本本州东海岸附近海域,2015
2015-02-20,12:25:23,39.9,143.6,10,6.4,日本本州东海岸附近海域,2015
2015-02-19,21:18:34,-16.4,168.1,20,6.5,瓦努阿图,2015
2015-02-17,07:06:26,39.9,144.5,10,7.1,日本本州东海岸附近海域,2015
2015-02-17,06:00:54,-55.5,-28.4,20,6.5,南桑威奇群岛地区,2015
2015-02-15,17:38:46,39.5,74.9,6.1,4.7,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2015
2015-02-14,04:06:28,22.6,121.5,7,6.2,台湾台东县附近海域,2015
2015-02-14,02:59:13,52.6,-31.9,10,6.9,中大西洋海岭北部,2015
2015-02-12,02:57:19,-23.1,-66.6,200,6.7,阿根廷,2015
2015-02-07,05:01:06,28.3,104.9,10,4.5,四川省宜宾市长宁县,2015
2015-02-05,23:39:32,22.7,118.4,13,4.5,台湾海峡南部,2015
2015-02-04,18:44:22,32.9,83.5,10,5.2,西藏自治区阿里地区改则县,2015
2015-02-04,06:47:38,49.8,87.7,7.9,4.6,俄罗斯,2015
2015-02-02,18:49:47,-32.6,-67.1,160,6.2,阿根廷,2015
2015-01-28,10:43:19,-20.8,-178.3,480,6,斐济群岛地区,2015
2015-01-26,19:25:06,49.8,87.8,8.1,4.7,俄罗斯,2015
2015-01-23,11:47:26,-17,168.5,210,6.5,瓦努阿图群岛,2015
2015-01-22,22:49:23,19.8,121.1,18,4.6,巴布延群岛海域,2015
2015-01-20,15:35:20,42.1,84.6,10,4.5,新疆维吾尔自治区巴音郭楞蒙古自治州轮台县,2015
2015-01-14,13:21:39,29.3,103.2,14,5,四川省乐山市金口河区,2015
2015-01-10,14:50:57,40.2,77.3,10,5,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2015
2015-01-07,13:07:09,5.8,-82.6,20,6,巴拿马,2015
2015-01-07,12:48:31,24.3,121.7,10,5.2,台湾宜兰县,2015
2014-12-31,15:54:36,24.6,122.6,56,4.6,台湾宜兰县附近海域,2014
2014-12-31,05:17:24,-20.3,-178.5,600,6,斐济群岛地区,2014
2014-12-29,17:29:35,8.7,121.6,20,6.1,棉兰老岛附近海域,2014
2014-12-21,19:34:15,2.2,126.6,50,6.2,马鲁古海,2014
2014-12-17,14:10:05,-3.7,100.4,10,6,苏门答腊南部附近海域,2014
2014-12-11,05:03:44,25.6,122.4,260,6.2,台湾新北市附近海域,2014
2014-12-08,16:54:52,8,-82.7,10,6.6,巴拿马以南附近海域,2014
2014-12-07,17:23:04,23.3,100.5,15.4,4.7,云南省普洱市景谷傣族彝族自治县,2014
2014-12-07,09:22:02,-6.5,154.4,30,6.7,所罗门群岛,2014
2014-12-07,06:05:13,-6.2,130.5,120,6,班达海,2014
2014-12-06,18:20:00,23.3,100.5,10,5.9,云南省普洱市景谷傣族彝族自治县,2014
2014-12-06,02:43:44,23.3,100.5,9,5.8,云南省普洱市景谷傣族彝族自治县,2014
2014-12-02,13:11:31,6.1,123.1,620,6.5,棉兰老岛附近海域,2014
2014-11-26,22:33:45,2,126.5,50,6.8,马鲁古海北部,2014
2014-11-25,23:19:07,30.2,101.7,16,5.8,四川省甘孜藏族自治州康定县,2014
2014-11-22,21:08:19,36.6,137.9,10,6.4,日本本州岛,2014
2014-11-22,16:55:25,30.3,101.7,18,6.3,四川省甘孜藏族自治州康定县,2014
2014-11-21,18:10:21,2.3,127.1,60,6.5,马鲁古海,2014
2014-11-21,11:29:07,20.4,120.1,6,5.4,南海,2014
2014-11-20,01:46:21,25,122.1,6,5.4,台湾新北市附近海域,2014
2014-11-19,11:05:46,42.8,105.5,5,4.9,蒙古,2014
2014-11-19,09:56:50,42.8,105.8,5,4.6,蒙古,2014
2014-11-18,08:37:25,38.1,73.2,163.8,4.9,塔吉克斯坦,2014
2014-11-18,00:52:49,-46.4,33.8,10,6,爱德华王子岛地区,2014
2014-11-17,22:16:31,19.6,120.2,6,4.9,南海,2014
2014-11-17,22:13:41,19.6,120.2,8,4.9,南海,2014
2014-11-17,22:01:27,19.5,120.2,6,4.9,南海,2014
2014-11-17,09:06:00,-9.6,155.1,20,6,所罗门群岛,2014
2014-11-17,06:33:21,-37.6,179.5,30,6.6,新西兰北岛附近海域,2014
2014-11-15,10:31:42,2,126.5,50,7.1,马鲁古海,2014
2014-11-15,07:03:15,37.1,103.7,10,4.7,甘肃省白银市景泰县,2014
2014-11-14,09:24:15,42.2,77.3,10.2,5.7,吉尔吉斯斯坦,2014
2014-11-10,18:04:20,-22.8,171.4,10,6,洛亚蒂群岛地区,2014
2014-11-07,11:33:55,-6.1,148.2,50,6.4,新不列颠地区,2014
2014-11-02,02:57:21,-19.7,-177.8,410,6.9,斐济群岛地区,2014
2014-11-01,18:59:55,-31.8,-111.2,20,6,复活节岛地区,2014
2014-10-25,10:26:01,34.3,102.4,15,4.5,甘肃省甘南藏族自治州碌曲县,2014
2014-10-20,11:57:25,43.9,88.5,4.3,4.5,新疆维吾尔自治区昌吉回族自治州阜康市,2014
2014-10-14,17:27:28,39.7,118.7,8,3.3,河北省唐山市滦县,2014
2014-10-14,11:51:37,12.5,-88.1,70,7.2,萨尔瓦多沿岸近海,2014
2014-10-11,14:05:12,23.5,100.4,8,4.7,云南省普洱市景谷傣族彝族自治县,2014
2014-10-11,10:35:46,41,143.2,20,6.1,日本北海道以南附近海域,2014
2014-10-09,10:14:33,-32,-110.8,20,6.8,东太平洋海丘,2014
2014-10-08,10:40:54,23.8,-108.4,10,6.1,加利福尼亚湾,2014
2014-10-08,02:08:09,23.7,121.6,8,4.7,台湾花莲县,2014
2014-10-07,21:49:39,23.4,100.5,5,6.6,云南省普洱市景谷傣族彝族自治县,2014
2014-10-02,23:56:31,36.4,97.8,16,5.1,青海省海西蒙古族藏族自治州乌兰县,2014
2014-10-01,09:23:27,28.4,102.8,15,5,四川省凉山彝族自治州越西县,2014
2014-09-26,01:51:17,62,-151.8,100,6.2,美国,2014
2014-09-25,18:35:01,22.8,121.4,7,5,台湾台东县附近海域,2014
2014-09-25,17:13:51,-9.5,156.4,10,6,所罗门群岛,2014
2014-09-24,19:16:13,-23.8,-66.6,190,6.2,阿根廷,2014
2014-09-17,14:14:48,13.7,144.4,150,6.9,马里亚纳群岛,2014
2014-09-10,10:46:08,-0.2,125.1,40,6.1,马鲁古海,2014
2014-09-06,18:37:41,40.3,115.4,10,4.3,河北省张家口市涿鹿县,2014
2014-09-06,14:53:12,-26.6,-114.6,10,6.1,复活节岛地区,2014
2014-09-04,13:33:47,-21.4,-173.3,20,6.1,汤加群岛,2014
2014-08-29,03:14:35,32.1,132.2,30,6.1,日本九州岛附近海域,2014
2014-08-25,07:21:42,-14.6,-73.6,70,6.9,秘鲁,2014
2014-08-24,18:20:44,38.2,-122.3,20,6.1,美国,2014
2014-08-24,06:32:22,-32.7,-71.4,30,6.5,智利,2014
2014-08-18,10:32:08,32.7,47.6,10,6.1,伊朗,2014
2014-08-17,06:07:58,28.1,103.5,7,5,云南省昭通市永善县,2014
2014-08-11,18:50:02,34.8,99,7,4.5,青海省果洛藏族自治州玛多县,2014
2014-08-10,11:43:15,41.2,142.2,10,6,日本北海道地区,2014
2014-08-06,19:45:21,-7.3,128.1,30,6.1,班达海,2014
2014-08-06,11:46:12,22.2,121.5,60,4.5,台湾台东县附近海域,2014
2014-08-03,16:30:10,27.1,103.3,12,6.5,云南省昭通市鲁甸县,2014
2014-08-03,13:57:33,29,85.5,10,5,西藏自治区日喀则地区吉隆县,2014
2014-08-03,08:22:01,0.9,146.1,10,6.6,加罗林群岛,2014
2014-07-31,21:41:01,12.5,95.2,10,6,安达曼群岛,2014
2014-07-29,18:46:16,17.8,-95.5,90,6.2,墨西哥,2014
2014-07-29,17:09:37,31.4,105.2,15,4.6,四川省绵阳市三台县,2014
2014-07-29,16:20:14,31.5,105.2,15,4.9,四川省绵阳市梓潼县,2014
2014-07-25,18:54:49,58.4,-137.2,10,6.1,美国阿拉斯加州东南部附近海域,2014
2014-07-24,11:08:21,39.3,81.1,7.3,4.6,新疆维吾尔自治区和田地区洛浦县,2014
2014-07-21,22:54:40,-19.7,-178.4,610,6.9,斐济群岛地区,2014
2014-07-21,02:32:47,44.7,148.8,60,6.2,千岛群岛,2014
2014-07-19,22:14:00,11.6,57.7,10,6,印度洋,2014
2014-07-19,20:27:09,-15.8,-174.4,230,6,汤加,2014
2014-07-17,19:49:36,60.2,-140.5,20,6,阿拉斯加州东南部,2014
2014-07-17,14:11:52,22.3,121.4,8,4.7,台湾台东县附近海域,2014
2014-07-14,15:59:59,5.8,126.4,30,6.2,棉兰老岛,2014
2014-07-12,03:22:03,37.1,142.3,20,6.9,日本本州东海岸附近海域,2014
2014-07-11,21:11:47,26.3,125.9,130,5.1,台湾以北附近海域,2014
2014-07-09,05:52:47,39.3,78.3,8,5.1,新疆维吾尔自治区喀什地区麦盖提县,2014
2014-07-07,19:23:57,14.8,-92.3,80,6.9,墨西哥,2014
2014-07-05,17:39:29,2,97.1,30,6.1,苏门答腊北部附近海域,2014
2014-07-04,23:00:26,-6.3,152.8,20,6.4,巴布亚新几内亚,2014
2014-07-04,04:40:02,35.4,75.2,163.5,4.8,克什米尔地区,2014
2014-07-04,03:50:04,-30.4,-176.5,10,6.2,克马德克群岛地区,2014
2014-07-01,03:55:32,28.4,138.9,520,6,日本小笠原群岛地区,2014
2014-06-30,01:15:09,-15,-175.4,10,6.6,汤加群岛,2014
2014-06-29,23:52:24,-14.7,-175.2,20,6.5,萨摩亚群岛地区,2014
2014-06-29,15:52:56,-55.6,-28.6,10,7,南桑威奇群岛地区,2014
2014-06-29,13:56:30,24.4,142.6,50,6.2,日本火山列岛地区,2014
2014-06-24,11:15:40,52.3,176.7,30,6.4,拉特群岛,2014
2014-06-24,05:11:41,51.9,178.4,100,6,拉特群岛,2014
2014-06-24,04:53:09,51.8,178.8,100,7.9,拉特群岛,2014
2014-06-24,03:19:17,-29.9,-177.7,30,6.9,克马德克群岛地区,2014
2014-06-19,18:17:58,-13.6,166.8,60,6.2,瓦努阿图,2014
2014-06-15,06:22:46,23.8,121.5,14,4.5,台湾花莲县,2014
2014-06-14,19:11:10,-10,90.9,20,6.5,南印度洋,2014
2014-06-10,07:54:13,32.6,105.2,15,4.8,四川省广元市青川县,2014
2014-05-31,19:53:47,18.9,-107.5,10,6.2,墨西哥附近海域,2014
2014-05-30,23:53:36,25,97.9,5,4.5,云南省德宏傣族景颇族自治州盈江县,2014
2014-05-30,09:20:50,25.1,97.8,14,5.1,云南省德宏傣族景颇族自治州盈江县,2014
2014-05-30,09:20:12,25,97.8,12,6.1,云南省德宏傣族景颇族自治州盈江县,2014
2014-05-25,20:41:12,23,121.2,5,4.7,台湾台东县,2014
2014-05-24,17:25:04,40.3,25.4,10,6.8,爱琴海,2014
2014-05-24,04:49:21,25,97.8,12.4,5.6,云南省德宏傣族景颇族自治州盈江县,2014
2014-05-21,08:21:14,23.7,121.5,20,5.7,台湾花莲县,2014
2014-05-15,18:16:43,9.4,122.1,40,6.2,菲律宾,2014
2014-05-15,16:16:36,6.4,145,15,6.4,加罗林群岛,2014
2014-05-15,04:56:12,6.5,144.9,10,6.1,加罗林群岛,2014
2014-05-13,14:35:24,7.3,-82.3,20,6.5,巴拿马南部海域,2014
2014-05-10,15:36:02,17.3,-100.7,30,6.1,墨西哥,2014
2014-05-09,01:00:16,17.4,-100.7,20,6.6,墨西哥,2014
2014-05-07,22:11:41,25.5,101.9,13,4.7,云南省楚雄彝族自治州元谋县,2014
2014-05-07,12:20:38,-7,154.8,30,6,所罗门群岛,2014
2014-05-05,19:08:38,19.4,99.6,20,6.4,泰国,2014
2014-05-05,04:23:29,40.7,77.7,10.3,4.9,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县,2014
2014-05-04,20:43:34,24,121.7,22,4.5,台湾花莲县附近海域,2014
2014-05-04,17:25:15,-25.8,178.2,620,6.1,斐济群岛附近海域,2014
2014-05-04,17:15:53,-24.6,179.1,520,6.7,斐济群岛附近海域,2014
2014-05-01,14:36:37,-21.5,170.3,110,6.7,洛亚蒂群岛地区,2014
2014-04-30,14:20:54,43.1,94.3,9.1,5.1,新疆维吾尔自治区哈密地区哈密市,2014
2014-04-28,08:43:50,19.8,120,4,5.2,南海,2014
2014-04-26,14:02:15,-20.7,-174.7,10,6.2,汤加,2014
2014-04-24,11:10:11,49.8,-127.4,10,6.7,加拿大,2014
2014-04-20,08:15:58,-7.2,155.3,40,6,巴布亚新几内亚,2014
2014-04-19,21:27:59,-6.7,154.9,40,7.6,巴布亚新几内亚,2014
2014-04-19,09:04:03,-6.7,155.1,50,6.5,巴布亚新几内亚,2014
2014-04-18,22:27:29,17.6,-100.7,40,7.3,墨西哥,2014
2014-04-18,12:13:12,-11.1,164.8,10,6,圣克鲁斯群岛,2014
2014-04-15,11:57:01,-53.6,8.7,10,6.8,布韦岛附近海域,2014
2014-04-13,20:36:18,-11.5,162.1,30,7.5,所罗门群岛附近海域,2014
2014-04-13,04:14:39,-11.3,162.2,30,7.8,所罗门群岛附近海域,2014
2014-04-12,04:29:14,11.7,-86,150,6.4,尼加拉瓜,2014
2014-04-11,16:16:49,-6.9,155,50,6.4,巴布亚新几内亚,2014
2014-04-11,15:07:22,-6.6,155,50,7,巴布亚新几内亚,2014
2014-04-11,10:30:58,31.7,103.2,17,4.8,四川省阿坝藏族羌族自治州理县,2014
2014-04-11,08:01:43,-20.8,-70.6,20,6.1,智利北部附近海域,2014
2014-04-07,21:43:19,-20.2,-70.8,10,6,智利北部附近海域,2014
2014-04-06,23:07:52,50.1,87.8,8.4,5.2,俄罗斯,2014
2014-04-05,06:40:31,28.1,103.6,13,5.3,云南省昭通市永善县,2014
2014-04-04,19:40:33,-10.5,161.5,70,6,所罗门群岛,2014
2014-04-04,09:37:49,-20.6,-70.6,20,6,智利北部沿岸近海,2014
2014-04-03,13:26:16,-20.8,-70.5,20,6.3,智利北部沿岸近海,2014
2014-04-03,10:43:15,-20.4,-70.1,20,7.8,智利北部沿岸近海,2014
2014-04-03,09:58:29,-20.3,-70.6,15,6.4,智利北部沿岸近海,2014
2014-04-02,07:46:47,-19.6,-70.7,10,8.1,智利北部沿岸近海,2014
2014-04-01,03:48:33,36.9,124.5,10,4.8,黄海海域,2014
2014-03-31,01:10:18,31.4,86.5,10,5.5,西藏自治区那曲地区尼玛县,2014
2014-03-30,00:24:44,30.9,110.8,5,4.7,湖北省宜昌市秭归县,2014
2014-03-26,11:29:35,-26.1,179.3,480,6.4,斐济群岛以南地区,2014
2014-03-24,02:19:59,-19.8,-70.9,10,6.2,智利北部附近海域,2014
2014-03-22,21:00:00,-19.8,-70.9,20,6.2,智利北部附近海域,2014
2014-03-22,20:58:19,36,82.3,8,5,新疆维吾尔自治区和田地区于田县,2014
2014-03-21,21:41:07,7.7,94.2,20,6.4,尼科巴群岛,2014
2014-03-19,20:19:24,24.1,122.3,8,5.6,台湾花莲县附近海域,2014
2014-03-17,21:12:55,24.1,122.4,8,4.9,台湾花莲县附近海域,2014
2014-03-17,13:11:35,-20,-70.8,10,6.2,智利北部沿岸近海,2014
2014-03-17,05:16:31,-19.8,-70.6,20,6.9,智利北部附近海域,2014
2014-03-16,07:51:32,-5.6,-80.9,20,6.1,秘鲁附近海域,2014
2014-03-16,04:04:36,22.3,121.4,9,4.7,台湾台东县附近海域,2014
2014-03-15,16:59:20,-14.1,-76.2,10,6,秘鲁,2014
2014-03-14,01:06:52,33.6,131.9,80,6,日本九州岛,2014
2014-03-13,01:55:42,35.9,82.3,8,4.5,新疆维吾尔自治区和田地区于田县,2014
2014-03-12,06:03:11,-3.1,148.5,10,6.1,俾斯麦海,2014
2014-03-11,10:44:06,-60.8,-20,10,6.3,南桑威奇群岛附近海域,2014
2014-03-10,13:18:14,40.8,-125,10,7,美国加州附近海域,2014
2014-03-10,08:38:18,16.1,-98.3,20,6,墨西哥南部附近海域,2014
2014-03-05,17:56:58,-14.7,169.9,640,6.1,瓦努阿图,2014
2014-03-03,04:11:19,27.4,127.4,110,6.7,琉球群岛,2014
2014-03-02,17:37:54,12.7,-87.6,60,6.2,尼加拉瓜附近海域,2014
2014-02-28,16:10:39,43,96.6,11.1,4.9,蒙古,2014
2014-02-20,09:32:54,43.1,131.9,566.4,4.9,俄罗斯,2014
2014-02-18,17:27:14,14.7,-59,20,6.6,向风群岛附近海域,2014
2014-02-15,20:32:59,36,82.3,7.6,4.6,新疆维吾尔自治区和田地区于田县,2014
2014-02-13,08:08:41,36,82.5,6.2,4.7,新疆维吾尔自治区和田地区于田县,2014
2014-02-13,08:07:03,36,82.5,7.2,4.5,新疆维吾尔自治区和田地区于田县,2014
2014-02-13,03:09:22,36,82.4,6.1,4.9,新疆维吾尔自治区和田地区于田县,2014
2014-02-13,02:00:06,35.9,82.4,7.1,4.5,新疆维吾尔自治区和田地区于田县,2014
2014-02-12,19:14:20,36.2,82.5,8.2,4.6,新疆维吾尔自治区和田地区于田县,2014
2014-02-12,18:00:07,36,82.5,5.8,4.9,新疆维吾尔自治区和田地区于田县,2014
2014-02-12,17:24:43,36,82.5,4.7,5.7,新疆维吾尔自治区和田地区于田县,2014
2014-02-12,17:19:50,36.1,82.5,12,7.3,新疆维吾尔自治区和田地区于田县,2014
2014-02-11,10:14:57,36.1,82.4,11,5.4,新疆维吾尔自治区和田地区于田县,2014
2014-02-11,09:15:29,33.8,89.2,20,5.1,西藏自治区那曲地区尼玛县,2014
2014-02-07,16:40:11,-15,167.4,110,6.4,瓦努阿图,2014
2014-02-03,11:08:46,38.3,20.4,20,6.1,希腊,2014
2014-02-03,11:02:46,38.4,73.2,6.8,4.5,塔吉克斯坦,2014
2014-02-03,02:51:08,20.3,120.3,6,4.9,台湾恒春县附近海域,2014
2014-02-02,17:26:35,-32.9,-177.8,30,6.4,克马德克群岛地区,2014
2014-02-01,11:58:45,-56.8,-27.4,140,6.3,南桑威奇群岛地区,2014
2014-01-28,20:01:59,22.5,101.1,10,4.6,云南省西双版纳傣族自治州景洪市,2014
2014-01-26,21:55:44,38.2,20.4,20,6.1,希腊,2014
2014-01-25,13:14:16,-8.1,109.2,70,6,印尼爪哇岛附近海域,2014
2014-01-21,09:29:13,-15.3,-174.9,20,6.1,汤加,2014
2014-01-20,10:52:44,-40.7,175.8,30,6.2,新西兰北岛,2014
2014-01-17,01:47:22,31.9,90.5,8.7,4.8,西藏自治区那曲地区班戈县,2014
2014-01-15,03:50:04,22.9,121.2,7,4.5,台湾台东县,2014
2014-01-15,02:38:12,22.8,121.2,9,4.6,台湾台东县,2014
2014-01-13,12:01:04,19,-66.9,30,6.2,波多黎各附近海域,2014
2014-01-02,00:03:30,-13.9,167.3,200,6.8,瓦努阿图,2014
2013-12-24,20:40:33,38.4,74.1,134.2,4.5,塔吉克斯坦,2013
2013-12-16,13:04:52,31.1,110.4,5,5.1,湖北省恩施土家族苗族自治州巴东县,2013
2013-12-12,00:14:44,34,89.4,12.9,4.7,西藏自治区那曲地区尼玛县,2013
2013-12-09,01:24:51,44.5,149.1,30,6,千岛群岛,2013
2013-12-08,02:30:59,41.1,100.2,7,4.7,内蒙古自治区阿拉善盟额济纳旗,2013
2013-12-06,02:11:04,36.6,73.4,10.8,4.8,克什米尔地区,2013
